BELNR,BUKRS,GJAHR,BUZEI,KUNNR,BLART,BLDAT,BUDAT,FAEDT,AUGDT,DMBTR,WAERS,SHKZG,ZTERM
1800000223,1000,2023,001,C000145,DR,2023-02-17,2023-02-17,2023-03-03,2023-03-05,112983.69,USD,S,NT14
1800000224,1000,2023,001,C000044,DR,2023-09-29,2023-09-29,2023-12-28,2024-02-11,163307.53,USD,S,NT90
1800000225,1000,2023,001,C000092,DR,2023-09-05,2023-09-05,2023-10-20,2023-10-23,81060.16,USD,S,NT45
1800000226,1000,2022,001,C000017,DR,2022-03-24,2022-03-24,2022-06-22,2022-07-10,119431.63,USD,S,NT90
1800000227,1000,2024,001,C000144,DR,2024-06-03,2024-06-03,2024-08-02,2024-08-06,38564.41,USD,S,NT60
1800000228,1000,2022,001,C000194,DR,2022-04-14,2022-04-14,2022-07-13,2022-07-29,16406.55,USD,S,NT90
1800000229,1000,2021,001,C000019,DR,2021-11-12,2021-11-12,2021-11-26,2021-12-08,26771.97,USD,S,NT14
1800000230,1000,2022,001,C000112,DR,2022-03-30,2022-03-30,2022-04-13,2022-04-12,224882.58,USD,S,NT14
1800000231,1000,2024,001,C000182,DR,2024-04-16,2024-04-16,2024-04-30,2024-05-19,86516.01,USD,S,NT14
1800000232,1000,2023,001,C000188,DR,2023-03-21,2023-03-21,2023-05-05,2023-05-02,178864.57,USD,S,NT45
1800000233,1000,2023,001,C000016,DR,2023-02-11,2023-02-11,2023-04-12,2023-04-20,126632.7,USD,S,NT60
1800000234,1000,2021,001,C000175,DR,2021-01-25,2021-01-25,2021-04-25,2021-05-01,43967.17,USD,S,NT90
1800000235,1000,2023,001,C000107,DR,2023-10-04,2023-10-04,2023-12-03,2024-01-03,110001.81,USD,S,NT60
1800000236,1000,2023,001,C000013,DR,2023-12-04,2023-12-04,2024-02-02,2024-02-03,110416.03,USD,S,NT60
1800000237,1000,2023,001,C000164,DR,2023-10-30,2023-10-30,2023-12-29,2023-12-25,131164.26,USD,S,NT60
1800000238,1000,2023,001,C000111,DR,2023-10-03,2023-10-03,2023-10-17,2023-10-29,40527.81,USD,S,NT14
1800000239,1000,2023,001,C000116,DR,2023-09-05,2023-09-05,2023-10-20,2023-11-09,93840.14,USD,S,NT45
1800000240,1000,2022,001,C000165,DR,2022-06-15,2022-06-15,2022-08-14,2022-08-14,71440.5,USD,S,NT60
1800000241,1000,2024,001,C000028,DR,2024-02-26,2024-02-26,2024-05-26,2024-07-03,85253.42,USD,S,NT90
1800000242,1000,2022,001,C000096,DR,2022-11-14,2022-11-14,2023-02-12,2023-02-12,149873.58,USD,S,NT90
1800000243,1000,2023,001,C000138,DR,2023-12-15,2023-12-15,2024-01-14,2024-01-13,197517.51,USD,S,NT30
1800000244,1000,2024,001,C000011,DR,2024-03-26,2024-03-26,2024-05-10,2024-05-10,162179.03,USD,S,NT45
1800000245,1000,2022,001,C000197,DR,2022-03-20,2022-03-20,2022-04-19,2022-05-16,24531.98,USD,S,NT30
1800000246,1000,2024,001,C000116,DR,2024-04-12,2024-04-12,2024-05-27,2024-06-05,169916.46,USD,S,NT45
1800000247,1000,2023,001,C000036,DR,2023-04-07,2023-04-07,2023-05-07,2023-05-15,71752.6,USD,S,NT30
1800000248,1000,2023,001,C000020,DR,2023-05-23,2023-05-23,2023-06-06,2023-06-07,181209.68,USD,S,NT14
1800000249,1000,2024,001,C000103,DR,2024-06-22,2024-06-22,2024-08-06,2024-09-06,226679.33,USD,S,NT45
1800000250,1000,2023,001,C000137,DR,2023-07-28,2023-07-28,2023-08-11,2023-10-15,84007.15,USD,S,NT14
1800000251,1000,2023,001,C000032,DR,2023-07-02,2023-07-02,2023-09-30,2023-10-02,146102.14,USD,S,NT90
1800000252,1000,2024,001,C000191,DR,2024-03-24,2024-03-24,2024-06-22,,88105.38,USD,S,NT90
1800000253,1000,2024,001,C000032,DR,2024-04-25,2024-04-25,2024-07-24,2024-07-27,241956.43,USD,S,NT90
1800000254,1000,2022,001,C000060,DR,2022-09-21,2022-09-21,2022-11-20,2022-11-21,174921.51,USD,S,NT60
1800000255,1000,2023,001,C000164,DR,2023-02-22,2023-02-22,2023-04-23,2023-04-30,98597.54,USD,S,NT60
1800000256,1000,2022,001,C000151,DR,2022-08-24,2022-08-24,2022-10-23,2022-10-24,149165.27,USD,S,NT60
1800000257,1000,2024,001,C000131,DR,2024-04-27,2024-04-27,2024-06-11,2024-06-15,234562.55,USD,S,NT45
1800000258,1000,2024,001,C000157,DR,2024-04-23,2024-04-23,2024-05-23,2024-05-24,78085.89,USD,S,NT30
1800000259,1000,2021,001,C000156,DR,2021-06-30,2021-06-30,2021-07-30,2021-08-10,94793.15,USD,S,NT30
1800000260,1000,2022,001,C000173,DR,2022-12-13,2022-12-13,2022-12-27,2022-12-27,198123.83,USD,S,NT14
1800000261,1000,2021,001,C000052,DR,2021-07-02,2021-07-02,2021-07-16,2021-08-16,167858.98,USD,S,NT14
1800000262,1000,2023,001,C000073,DR,2023-04-28,2023-04-28,2023-05-28,2023-06-02,184954.89,USD,S,NT30
1800000263,1000,2021,001,C000111,DR,2021-05-23,2021-05-23,2021-06-06,2021-06-22,171668.2,USD,S,NT14
1800000264,1000,2023,001,C000191,DR,2023-09-07,2023-09-07,2023-12-06,2023-12-28,161860.18,USD,S,NT90
1800000265,1000,2021,001,C000178,DR,2021-05-17,2021-05-17,2021-05-31,2021-06-03,106428.19,USD,S,NT14
1800000266,1000,2024,001,C000193,DR,2024-03-25,2024-03-25,2024-05-09,2024-05-18,91095.2,USD,S,NT45
1800000267,1000,2023,001,C000120,DR,2023-07-15,2023-07-15,2023-08-14,2023-08-14,91286.82,USD,S,NT30
1800000268,1000,2022,001,C000110,DR,2022-02-15,2022-02-15,2022-03-17,2022-03-15,45885.47,USD,S,NT30
1800000269,1000,2022,001,C000148,DR,2022-06-14,2022-06-14,2022-07-29,2022-08-11,54333.97,USD,S,NT45
1800000270,1000,2023,001,C000149,DR,2023-01-22,2023-01-22,2023-02-05,2023-02-08,236969.4,USD,S,NT14
1800000271,1000,2022,001,C000120,DR,2022-03-13,2022-03-13,2022-04-12,2022-04-17,122081.46,USD,S,NT30
1800000272,1000,2023,001,C000071,DR,2023-04-08,2023-04-08,2023-07-07,2023-07-07,57409.22,USD,S,NT90
1800000273,1000,2024,001,C000038,DR,2024-04-21,2024-04-21,2024-06-20,2024-06-20,35253.77,USD,S,NT60
1800000274,1000,2021,001,C000067,DR,2021-02-25,2021-02-25,2021-03-11,2021-03-14,20214.11,USD,S,NT14
1800000275,1000,2021,001,C000159,DR,2021-06-07,2021-06-07,2021-08-06,2021-08-09,211262.67,USD,S,NT60
1800000276,1000,2023,001,C000114,DR,2023-11-20,2023-11-20,2023-12-20,2023-12-27,26184.05,USD,S,NT30
1800000277,1000,2021,001,C000116,DR,2021-03-22,2021-03-22,2021-05-06,2021-05-16,192947.81,USD,S,NT45
1800000278,1000,2023,001,C000061,DR,2023-01-31,2023-01-31,2023-03-02,2023-03-04,208944.84,USD,S,NT30
1800000279,1000,2024,001,C000142,DR,2024-06-16,2024-06-16,2024-07-31,2024-08-13,221036.86,USD,S,NT45
1800000280,1000,2022,001,C000038,DR,2022-06-05,2022-06-05,2022-08-04,2022-08-01,10399.13,USD,S,NT60
1800000281,1000,2022,001,C000178,DR,2022-02-19,2022-02-19,2022-03-05,2022-03-05,84854.33,USD,S,NT14
1800000282,1000,2023,001,C000098,DR,2023-06-14,2023-06-14,2023-07-14,2023-08-07,191810.59,USD,S,NT30
1800000283,1000,2022,001,C000059,DR,2022-06-24,2022-06-24,2022-07-08,2022-08-02,33631.21,USD,S,NT14
1800000284,1000,2022,001,C000017,DR,2022-07-07,2022-07-07,2022-10-05,2022-10-24,94803.25,USD,S,NT90
1800000285,1000,2024,001,C000162,DR,2024-02-14,2024-02-14,2024-03-30,2024-03-31,41399.56,USD,S,NT45
1800000286,1000,2023,001,C000044,DR,2023-07-03,2023-07-03,2023-10-01,2023-10-08,193003.36,USD,S,NT90
1800000287,1000,2024,001,C000012,DR,2024-01-14,2024-01-14,2024-01-28,2024-01-30,202451.89,USD,S,NT14
1800000288,1000,2022,001,C000186,DR,2022-09-25,2022-09-25,2022-10-09,2022-10-24,42219.25,USD,S,NT14
1800000289,1000,2023,001,C000144,DR,2023-10-14,2023-10-14,2023-12-13,2023-12-16,109980.68,USD,S,NT60
1800000290,1000,2022,001,C000061,DR,2022-02-14,2022-02-14,2022-03-16,2022-03-16,103303.79,USD,S,NT30
1800000291,1000,2024,001,C000166,DR,2024-01-23,2024-01-23,2024-03-23,2024-03-29,60145.02,USD,S,NT60
1800000292,1000,2022,001,C000169,DR,2022-07-07,2022-07-07,2022-08-06,2022-08-09,111605.48,USD,S,NT30
1800000293,1000,2024,001,C000161,DR,2024-01-26,2024-01-26,2024-03-26,2024-03-28,71947.06,USD,S,NT60
1800000294,1000,2023,001,C000034,DR,2023-09-16,2023-09-16,2023-10-16,2023-10-15,187385.59,USD,S,NT30
1800000295,1000,2023,001,C000121,DR,2023-01-16,2023-01-16,2023-02-15,2023-03-07,112783.06,USD,S,NT30
1800000296,1000,2023,001,C000189,DR,2023-04-17,2023-04-17,2023-06-16,2023-06-21,133968.78,USD,S,NT60
1800000297,1000,2022,001,C000116,DR,2022-03-27,2022-03-27,2022-05-11,2022-05-10,78057.51,USD,S,NT45
1800000298,1000,2022,001,C000161,DR,2022-03-13,2022-03-13,2022-05-12,2022-05-10,202347.34,USD,S,NT60
1800000299,1000,2023,001,C000037,DR,2023-07-19,2023-07-19,2023-09-17,2023-09-17,117784.89,USD,S,NT60
1800000300,1000,2021,001,C000179,DR,2021-10-10,2021-10-10,2021-11-24,2021-11-24,208943.23,USD,S,NT45
1800000301,1000,2023,001,C000014,DR,2023-09-08,2023-09-08,2023-10-23,2023-10-23,92592.4,USD,S,NT45
1800000302,1000,2023,001,C000110,DR,2023-06-06,2023-06-06,2023-07-06,2023-07-25,236835.41,USD,S,NT30
1800000303,1000,2023,001,C000075,DR,2023-03-02,2023-03-02,2023-04-16,2023-04-20,246125.51,USD,S,NT45
1800000304,1000,2023,001,C000041,DR,2023-05-08,2023-05-08,2023-05-22,2023-06-08,71161.16,USD,S,NT14
1800000305,1000,2023,001,C000026,DR,2023-09-03,2023-09-03,2023-10-18,2023-10-19,96086.24,USD,S,NT45
1800000306,1000,2021,001,C000195,DR,2021-04-05,2021-04-05,2021-06-04,2021-06-15,132337.49,USD,S,NT60
1800000307,1000,2021,001,C000186,DR,2021-03-27,2021-03-27,2021-04-10,2021-04-20,241600.77,USD,S,NT14
1800000308,1000,2024,001,C000176,DR,2024-02-17,2024-02-17,2024-03-02,2024-03-06,204405.92,USD,S,NT14
1800000309,1000,2021,001,C000052,DR,2021-09-23,2021-09-23,2021-10-07,2021-10-17,35461.24,USD,S,NT14
1800000310,1000,2022,001,C000152,DR,2022-05-21,2022-05-21,2022-06-04,2022-05-31,63250.8,USD,S,NT14
1800000311,1000,2022,001,C000200,DR,2022-12-06,2022-12-06,2023-01-20,2023-01-20,160653.58,USD,S,NT45
1800000312,1000,2021,001,C000136,DR,2021-09-01,2021-09-01,2021-10-31,2021-12-02,218655.12,USD,S,NT60
1800000313,1000,2024,001,C000197,DR,2024-03-15,2024-03-15,2024-04-14,2024-06-03,26544.84,USD,S,NT30
1800000314,1000,2023,001,C000089,DR,2023-09-06,2023-09-06,2023-11-05,2023-11-20,211627.18,USD,S,NT60
1800000315,1000,2021,001,C000121,DR,2021-01-24,2021-01-24,2021-02-23,2021-03-01,212940.35,USD,S,NT30
1800000316,1000,2024,001,C000121,DR,2024-06-20,2024-06-20,2024-07-20,2024-08-03,71980.69,USD,S,NT30
1800000317,1000,2024,001,C000180,DR,2024-04-24,2024-04-24,2024-06-23,2024-07-06,191016.09,USD,S,NT60
1800000318,1000,2022,001,C000047,DR,2022-08-06,2022-08-06,2022-09-05,2022-09-07,68925.03,USD,S,NT30
1800000319,1000,2022,001,C000149,DR,2022-08-22,2022-08-22,2022-09-05,2022-09-05,226421.25,USD,S,NT14
1800000320,1000,2021,001,C000017,DR,2021-02-10,2021-02-10,2021-05-11,2021-05-20,37689.82,USD,S,NT90
1800000321,1000,2022,001,C000024,DR,2022-02-06,2022-02-06,2022-03-23,2022-04-14,236656.9,USD,S,NT45
1800000322,1000,2022,001,C000039,DR,2022-08-30,2022-08-30,2022-09-29,2022-10-01,56287.46,USD,S,NT30
1800000323,1000,2023,001,C000063,DR,2023-05-26,2023-05-26,2023-06-09,2023-06-18,113330.87,USD,S,NT14
1800000324,1000,2022,001,C000030,DR,2022-11-17,2022-11-17,2022-12-17,2022-12-25,7640.88,USD,S,NT30
1800000325,1000,2023,001,C000102,DR,2023-01-26,2023-01-26,2023-03-12,2023-03-13,14260.96,USD,S,NT45
1800000326,1000,2023,001,C000173,DR,2023-06-03,2023-06-03,2023-06-17,2023-06-19,125999.77,USD,S,NT14
1800000327,1000,2021,001,C000174,DR,2021-12-10,2021-12-10,2022-01-24,2022-01-29,59708.74,USD,S,NT45
1800000328,1000,2021,001,C000036,DR,2021-06-22,2021-06-22,2021-07-22,2021-07-30,248636.81,USD,S,NT30
1800000329,1000,2021,001,C000182,DR,2021-08-11,2021-08-11,2021-08-25,2021-09-03,94353.26,USD,S,NT14
1800000330,1000,2021,001,C000077,DR,2021-06-08,2021-06-08,2021-07-23,2021-07-23,8018.7,USD,S,NT45
1800000331,1000,2021,001,C000058,DR,2021-02-24,2021-02-24,2021-04-25,2021-04-26,232775.65,USD,S,NT60
1800000332,1000,2021,001,C000191,DR,2021-03-26,2021-03-26,2021-06-24,2021-07-16,162840.21,USD,S,NT90
1800000333,1000,2021,001,C000091,DR,2021-07-14,2021-07-14,2021-08-28,2021-09-11,198053.78,USD,S,NT45
1800000334,1000,2024,001,C000173,DR,2024-03-15,2024-03-15,2024-03-29,2024-04-01,35262.3,USD,S,NT14
1800000335,1000,2024,001,C000079,DR,2024-01-19,2024-01-19,2024-03-04,2024-03-04,72432.97,USD,S,NT45
1800000336,1000,2024,001,C000037,DR,2024-02-11,2024-02-11,2024-04-11,2024-04-12,207610.63,USD,S,NT60
1800000337,1000,2021,001,C000053,DR,2021-02-04,2021-02-04,2021-03-21,2021-03-20,174321.93,USD,S,NT45
1800000338,1000,2021,001,C000047,DR,2021-09-14,2021-09-14,2021-10-14,2021-10-16,35559.38,USD,S,NT30
1800000339,1000,2023,001,C000146,DR,2023-05-05,2023-05-05,2023-06-04,2023-06-06,176678.51,USD,S,NT30
1800000340,1000,2024,001,C000077,DR,2024-01-22,2024-01-22,2024-03-07,2024-03-08,112701.77,USD,S,NT45
1800000341,1000,2023,001,C000019,DR,2023-06-23,2023-06-23,2023-07-07,2023-07-22,2307.55,USD,S,NT14
1800000342,1000,2023,001,C000143,DR,2023-03-31,2023-03-31,2023-06-29,2023-07-01,20727.22,USD,S,NT90
1800000343,1000,2024,001,C000005,DR,2024-02-20,2024-02-20,2024-03-05,2024-03-12,64725.06,USD,S,NT14
1800000344,1000,2023,001,C000189,DR,2023-05-22,2023-05-22,2023-07-21,2023-07-22,208905.81,USD,S,NT60
1800000345,1000,2021,001,C000026,DR,2021-08-09,2021-08-09,2021-09-23,2021-09-25,137652.26,USD,S,NT45
1800000346,1000,2024,001,C000092,DR,2024-01-21,2024-01-21,2024-03-06,2024-03-08,182081.46,USD,S,NT45
1800000347,1000,2022,001,C000127,DR,2022-11-23,2022-11-23,2023-02-21,2023-03-16,132415.1,USD,S,NT90
1800000348,1000,2021,001,C000075,DR,2021-08-30,2021-08-30,2021-10-14,2021-10-26,28685.53,USD,S,NT45
1800000349,1000,2022,001,C000008,DR,2022-10-02,2022-10-02,2022-12-01,2022-12-07,72737.29,USD,S,NT60
1800000350,1000,2023,001,C000108,DR,2023-07-24,2023-07-24,2023-08-07,2023-09-10,12889.61,USD,S,NT14
1800000351,1000,2021,001,C000033,DR,2021-10-11,2021-10-11,2021-10-25,2021-10-29,105536.56,USD,S,NT14
1800000352,1000,2021,001,C000079,DR,2021-01-28,2021-01-28,2021-03-14,2021-03-26,198680.88,USD,S,NT45
1800000353,1000,2021,001,C000097,DR,2021-01-11,2021-01-11,2021-03-12,2021-03-09,114821.29,USD,S,NT60
1800000354,1000,2023,001,C000050,DR,2023-10-10,2023-10-10,2023-11-24,2023-11-24,28603.62,USD,S,NT45
1800000355,1000,2023,001,C000185,DR,2023-03-17,2023-03-17,2023-04-16,2023-04-30,226381.57,USD,S,NT30
1800000356,1000,2024,001,C000170,DR,2024-02-07,2024-02-07,2024-02-21,2024-03-04,149588.02,USD,S,NT14
1800000357,1000,2021,001,C000178,DR,2021-12-22,2021-12-22,2022-01-05,2022-01-08,5092.4,USD,S,NT14
1800000358,1000,2024,001,C000137,DR,2024-06-14,2024-06-14,2024-06-28,2024-07-15,61242.6,USD,S,NT14
1800000359,1000,2024,001,C000158,DR,2024-03-02,2024-03-02,2024-04-16,2024-04-19,36750.63,USD,S,NT45
1800000360,1000,2023,001,C000061,DR,2023-08-29,2023-08-29,2023-09-28,2023-10-01,107880.48,USD,S,NT30
1800000361,1000,2021,001,C000054,DR,2021-12-01,2021-12-01,2022-03-01,2022-03-04,154087.59,USD,S,NT90
1800000362,1000,2023,001,C000079,DR,2023-09-08,2023-09-08,2023-10-23,2023-11-07,60900.5,USD,S,NT45
1800000363,1000,2023,001,C000065,DR,2023-06-04,2023-06-04,2023-07-04,2023-07-18,166428.45,USD,S,NT30
1800000364,1000,2022,001,C000008,DR,2022-10-28,2022-10-28,2022-12-27,2023-01-01,22317.87,USD,S,NT60
1800000365,1000,2024,001,C000179,DR,2024-03-25,2024-03-25,2024-05-09,2024-05-16,243688.97,USD,S,NT45
1800000366,1000,2024,001,C000080,DR,2024-05-06,2024-05-06,2024-06-20,2024-06-25,17852.15,USD,S,NT45
1800000367,1000,2023,001,C000055,DR,2023-11-22,2023-11-22,2024-02-20,2024-03-05,131988.8,USD,S,NT90
1800000368,1000,2023,001,C000120,DR,2023-07-15,2023-07-15,2023-08-14,2023-08-14,127324.6,USD,S,NT30
1800000369,1000,2023,001,C000063,DR,2023-08-05,2023-08-05,2023-08-19,2023-08-29,247094.54,USD,S,NT14
1800000370,1000,2024,001,C000143,DR,2024-04-18,2024-04-18,2024-07-17,2024-07-20,138983.84,USD,S,NT90
1800000371,1000,2021,001,C000129,DR,2021-10-23,2021-10-23,2021-11-06,2021-11-08,98222.98,USD,S,NT14
1800000372,1000,2023,001,C000027,DR,2023-01-10,2023-01-10,2023-01-24,2023-01-29,118063.63,USD,S,NT14
1800000373,1000,2021,001,C000031,DR,2021-02-22,2021-02-22,2021-05-23,2021-05-24,159282.03,USD,S,NT90
1800000374,1000,2021,001,C000076,DR,2021-03-21,2021-03-21,2021-05-05,2021-05-16,245278.82,USD,S,NT45
1800000375,1000,2021,001,C000066,DR,2021-06-06,2021-06-06,2021-08-05,2021-08-30,5044.32,USD,S,NT60
1800000376,1000,2022,001,C000130,DR,2022-06-17,2022-06-17,2022-08-16,2022-08-16,197341.48,USD,S,NT60
1800000377,1000,2024,001,C000078,DR,2024-01-20,2024-01-20,2024-02-19,2024-03-27,183502.31,USD,S,NT30
1800000378,1000,2024,001,C000050,DR,2024-01-27,2024-01-27,2024-03-12,2024-03-10,157435.98,USD,S,NT45
1800000379,1000,2022,001,C000059,DR,2022-04-10,2022-04-10,2022-04-24,2022-04-27,193103.84,USD,S,NT14
1800000380,1000,2021,001,C000112,DR,2021-04-23,2021-04-23,2021-05-07,2021-05-26,184061.56,USD,S,NT14
1800000381,1000,2022,001,C000083,DR,2022-01-26,2022-01-26,2022-02-09,2022-02-17,83797.13,USD,S,NT14
1800000382,1000,2023,001,C000035,DR,2023-12-05,2023-12-05,2024-03-04,2024-03-05,12039.59,USD,S,NT90
1800000383,1000,2022,001,C000178,DR,2022-10-23,2022-10-23,2022-11-06,2022-11-08,136957.42,USD,S,NT14
1800000384,1000,2022,001,C000130,DR,2022-02-03,2022-02-03,2022-04-04,2022-04-08,203563.71,USD,S,NT60
1800000385,1000,2023,001,C000146,DR,2023-06-16,2023-06-16,2023-07-16,2023-07-16,44597.19,USD,S,NT30
1800000386,1000,2022,001,C000070,DR,2022-04-25,2022-04-25,2022-07-24,2022-07-26,195006.51,USD,S,NT90
1800000387,1000,2022,001,C000122,DR,2022-12-12,2022-12-12,2022-12-26,2023-01-02,116691.1,USD,S,NT14
1800000388,1000,2024,001,C000060,DR,2024-01-21,2024-01-21,2024-03-21,2024-03-22,174151.92,USD,S,NT60
1800000389,1000,2021,001,C000119,DR,2021-11-04,2021-11-04,2021-12-19,2021-12-22,158302.23,USD,S,NT45
1800000390,1000,2021,001,C000138,DR,2021-04-12,2021-04-12,2021-05-12,2021-05-18,203062.92,USD,S,NT30
1800000391,1000,2021,001,C000075,DR,2021-02-13,2021-02-13,2021-03-30,2021-04-16,16712.03,USD,S,NT45
1800000392,1000,2021,001,C000018,DR,2021-12-06,2021-12-06,2022-01-20,2022-01-25,194271.41,USD,S,NT45
1800000393,1000,2023,001,C000189,DR,2023-06-22,2023-06-22,2023-08-21,2023-08-21,114962.21,USD,S,NT60
1800000394,1000,2023,001,C000158,DR,2023-09-14,2023-09-14,2023-10-29,2023-10-30,74067.2,USD,S,NT45
1800000395,1000,2022,001,C000148,DR,2022-08-15,2022-08-15,2022-09-29,2022-10-03,11907.76,USD,S,NT45
1800000396,1000,2024,001,C000020,DR,2024-06-21,2024-06-21,2024-07-05,2024-07-09,50667.99,USD,S,NT14
1800000397,1000,2023,001,C000083,DR,2023-09-23,2023-09-23,2023-10-07,2023-10-12,11434.58,USD,S,NT14
1800000398,1000,2023,001,C000198,DR,2023-07-25,2023-07-25,2023-10-23,2023-11-07,233409.37,USD,S,NT90
1800000399,1000,2022,001,C000181,DR,2022-09-11,2022-09-11,2022-11-10,2022-11-07,129330.51,USD,S,NT60
1800000400,1000,2022,001,C000061,DR,2022-05-06,2022-05-06,2022-06-05,2022-06-02,247291.55,USD,S,NT30
1800000401,1000,2022,001,C000015,DR,2022-03-19,2022-03-19,2022-04-02,2022-04-04,136214.64,USD,S,NT14
1800000402,1000,2024,001,C000095,DR,2024-06-26,2024-06-26,2024-07-26,2024-07-29,64075.13,USD,S,NT30
1800000403,1000,2021,001,C000016,DR,2021-07-21,2021-07-21,2021-09-19,2021-10-01,188569.44,USD,S,NT60
1800000404,1000,2023,001,C000137,DR,2023-01-13,2023-01-13,2023-01-27,2023-03-04,89886.57,USD,S,NT14
1800000405,1000,2021,001,C000042,DR,2021-08-03,2021-08-03,2021-10-02,2021-10-02,195429.55,USD,S,NT60
1800000406,1000,2022,001,C000198,DR,2022-07-08,2022-07-08,2022-10-06,2022-10-19,216583.77,USD,S,NT90
1800000407,1000,2021,001,C000035,DR,2021-04-23,2021-04-23,2021-07-22,2021-07-23,83649.25,USD,S,NT90
1800000408,1000,2023,001,C000070,DR,2023-10-17,2023-10-17,2024-01-15,2024-01-16,31994.28,USD,S,NT90
1800000409,1000,2022,001,C000032,DR,2022-05-04,2022-05-04,2022-08-02,2022-08-09,92636.77,USD,S,NT90
1800000410,1000,2024,001,C000146,DR,2024-05-09,2024-05-09,2024-06-08,2024-06-10,222482.14,USD,S,NT30
1800000411,1000,2021,001,C000101,DR,2021-11-25,2021-11-25,2021-12-09,2021-12-18,186083.62,USD,S,NT14
1800000412,1000,2022,001,C000146,DR,2022-10-18,2022-10-18,2022-11-17,2022-11-17,223764.74,USD,S,NT30
1800000413,1000,2021,001,C000060,DR,2021-04-26,2021-04-26,2021-06-25,2021-06-27,97274.55,USD,S,NT60
1800000414,1000,2023,001,C000118,DR,2023-05-24,2023-05-24,2023-07-08,2023-07-08,243457.17,USD,S,NT45
1800000415,1000,2021,001,C000097,DR,2021-10-30,2021-10-30,2021-12-29,2022-01-03,124554.6,USD,S,NT60
1800000416,1000,2023,001,C000156,DR,2023-05-11,2023-05-11,2023-06-10,2023-06-29,124883.32,USD,S,NT30
1800000417,1000,2024,001,C000071,DR,2024-03-15,2024-03-15,2024-06-13,2024-06-13,231153.31,USD,S,NT90
1800000418,1000,2023,001,C000120,DR,2023-02-26,2023-02-26,2023-03-28,2023-03-31,130299.69,USD,S,NT30
1800000419,1000,2021,001,C000131,DR,2021-11-24,2021-11-24,2022-01-08,2022-01-08,200485.87,USD,S,NT45
1800000420,1000,2023,001,C000003,DR,2023-07-30,2023-07-30,2023-08-29,2023-08-31,182043.25,USD,S,NT30
1800000421,1000,2023,001,C000170,DR,2023-01-30,2023-01-30,2023-02-13,2023-03-04,20652.82,USD,S,NT14
1800000422,1000,2023,001,C000063,DR,2023-12-08,2023-12-08,2023-12-22,2024-01-11,151010.87,USD,S,NT14
1800000423,1000,2021,001,C000197,DR,2021-12-25,2021-12-25,2022-01-24,2022-02-15,136823.12,USD,S,NT30
1800000424,1000,2022,001,C000039,DR,2022-04-14,2022-04-14,2022-05-14,2022-05-14,80981.65,USD,S,NT30
1800000425,1000,2021,001,C000029,DR,2021-02-12,2021-02-12,2021-03-29,2021-03-31,20937.16,USD,S,NT45
1800000426,1000,2022,001,C000107,DR,2022-12-01,2022-12-01,2023-01-30,2023-02-23,77317.47,USD,S,NT60
1800000427,1000,2021,001,C000163,DR,2021-12-14,2021-12-14,2022-03-14,2022-03-14,151052.79,USD,S,NT90
1800000428,1000,2021,001,C000180,DR,2021-09-10,2021-09-10,2021-11-09,2021-11-26,107102.9,USD,S,NT60
1800000429,1000,2023,001,C000133,DR,2023-11-07,2023-11-07,2023-12-07,2023-12-23,172751.44,USD,S,NT30
1800000430,1000,2024,001,C000053,DR,2024-06-23,2024-06-23,2024-08-07,2024-08-03,88535.2,USD,S,NT45
1800000431,1000,2023,001,C000135,DR,2023-04-23,2023-04-23,2023-07-22,2023-07-30,11546.44,USD,S,NT90
1800000432,1000,2021,001,C000084,DR,2021-07-12,2021-07-12,2021-09-10,2021-09-20,217639.26,USD,S,NT60
1800000433,1000,2023,001,C000185,DR,2023-05-12,2023-05-12,2023-06-11,2023-06-27,88787.27,USD,S,NT30
1800000434,1000,2021,001,C000198,DR,2021-01-01,2021-01-01,2021-04-01,2021-04-17,249539.5,USD,S,NT90
1800000435,1000,2021,001,C000077,DR,2021-03-17,2021-03-17,2021-05-01,2021-04-29,69364.28,USD,S,NT45
1800000436,1000,2021,001,C000099,DR,2021-05-30,2021-05-30,2021-07-14,2021-07-21,245026.79,USD,S,NT45
1800000437,1000,2021,001,C000197,DR,2021-05-31,2021-05-31,2021-06-30,2021-07-28,19685.25,USD,S,NT30
1800000438,1000,2022,001,C000025,DR,2022-09-18,2022-09-18,2022-12-17,2022-12-24,159740.62,USD,S,NT90
1800000439,1000,2021,001,C000078,DR,2021-05-16,2021-05-16,2021-06-15,2021-07-07,200472.9,USD,S,NT30
1800000440,1000,2023,001,C000081,DR,2023-04-26,2023-04-26,2023-05-26,2023-05-26,170173.24,USD,S,NT30
1800000441,1000,2024,001,C000034,DR,2024-03-18,2024-03-18,2024-04-17,2024-04-18,238244.56,USD,S,NT30
1800000442,1000,2021,001,C000136,DR,2021-01-17,2021-01-17,2021-03-18,2021-04-13,36552.09,USD,S,NT60
